courseID,shortTitle,deptCode,deptName,minCredit,academicLevel,instructMethod,EC: Clear Concise Writing,EC: Credibility/Persuasiveness,EC Public Presentation,EC: Thought Organization,TM: Punctuality,TM: Effective Task Completion,TM: Deadline Setting,L: Effective Communication,L:  Critical Thinking,L: Decision Making,L: Empathy,L: Strategic Thinking,TC: Effective Communication,TC: Delegation/Support,TC: Commitment,TC: Respect/Accountability,CPS: Clarification,CPS: Ideation,CPS: Solution Development,CPS: Implementation,R: Quantitative Analysis,R: Data Visualization,R: Resource Use,R: Effective Communication,AF: Effective Listening,AF: Emotional Intelligence,AF: Big Picture,AF: See Multiple Perspectives
JOUR-342,InteRactive JouRnalism,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,R,M,R,R,R,R,R,R,R,,R,R,R,M,M,M,R,M,M,M,M,R,M,M
JOUR-356,Investigative RepoRting,JOUR,Journalism And Communication,3,UG,LEC,M,M,R,M,M,M,R,R,R,R,R,R,R,,,,M,M,R,M,R,R,M,M,M,R,M,M
JOUR-372,JouRnalism InteRnship,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-391,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,R,R,R,R,R,R,,,R,R,R,R,R,R,R,R,R,R,,R,M,R,R,R,R,R
JOUR-392,JouRnalism InteRnship,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-416,LiteRaRy JouRnalism,JOUR,Journalism And Communication,3,UG,LEC,M,R,R,M,R,M,R,,R,,R,R,R,,,,R,M,M,M,,R,R,R,R,R,M,M
JOUR-445,SenioR PRoject,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-465,Topics in Communications,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-475,Communication WoRkshop,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-LD,JouRnalism - LoweR Division,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOUR-UD,JouRnalism - UppeR Division,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPLD-GR,Non-PRofit Adm & Dev GRaduate,JOUR,Journalism And Communication,1,GR,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHTO-125,IntRo to PhotogRaphy,JOUR,Journalism And Communication,3,UG,LEC,I,I,I,I,I,R,I,I,I,I,I,I,I,I,I,I,,,,,,,I,I,I,I,I,I
PHTO-265,Topics in PhotogRaphy,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHTO-275,Applied PhotojouRnalism,JOUR,Journalism And Communication,1,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,,,,R,R,R,R,R,R
PHTO-291,PRacticum,JOUR,Journalism And Communication,1,UG,LEC,R,R,R,R,,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PHTO-295,DiRected Study,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHTO-315,PhotojouRnalism,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,,,,,,,R,M,R,R,R,R
PHTO-320,Digital PhotogRaphy,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,,,,,,R,R,R,R,R,R
PHTO-391,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,R,R,R,R,R,R,R,R,R,R,M,M,M,M,,,,,R,R,R,R,R,,M,M
PHTO-447,SenioR PoRtfolio,JOUR,Journalism And Communication,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,,,,,M,M,M,M,M,M,M
PHTO-465,Topics in PhotogRaphy,JOUR,Journalism And Communication,1,UG,LEC,M,R,,R,,,,,,,,,,,,,,,,,,,,,,,,
PHTO-492,PhotogRaphy InteRnship,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,M,M,R,R,R,R,R,R,R,M,M,M,M,,,,,R,R,R,M,R,,,
PHTO-495,DiRected Study,JOUR,Journalism And Communication,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREL-235,Public Rel PRin & TheoRy,JOUR,Journalism And Communication,3,UG,LEC,I,I,R,R,R,R,I,I,I,I,I,I,I,I,I,I,,,,,I,R,R,I,R,,,
PREL-246,Fund of AdveRtising,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-265,Topics in Public Relations,JOUR,Journalism And Communication,1,UG,LEC,M,R,,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-291,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-310,Social Media StRategies,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,,,,,R,R,R,M,R,,,
PREL-355,AdveRtising CopywRiting,JOUR,Journalism And Communication,3,UG,LEC,M,M,R,R,R,R,R,M,M,M,M,M,M,M,M,M,,,,,R,R,R,R,R,,,
PREL-368,FundRaising foR NonpRofits,JOUR,Journalism And Communication,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-391,PRacticum,JOUR,Journalism And Communication,1,UG,PRAC,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-455,Public Rel StRategy & Mgmt,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,,,,,R,R,R,M,R,,,
PREL-465,Topics in Public Relations,JOUR,Journalism And Communication,1,UG,LEC,M,M,R,R,R,R,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-482,Public Rel Campaign,JOUR,Journalism And Communication,3,UG,LEC,M,M,M,R,M,M,M,M,M,M,M,M,M,M,M,M,,,,,R,R,R,M,R,,,
PREL-485,Public Rel Techn,JOUR,Journalism And Communication,3,UG,LEC,M,R,R,R,M,M,R,R,R,R,R,R,R,R,R,R,,,,,R,R,R,R,R,,,
PREL-493,Public Relations InteRnship,JOUR,Journalism And Communication,1,UG,LEC,M,M,M,R,M,R,R,R,R,R,R,R,M,M,M,M,,,,,R,R,R,M,R,,,
NRNT-125,NutRition,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,I,,,,,,,,,,,,,,
NRSG-328,Health Assessment,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRSG-328L,Health Assess Lab,NRSG,Nursing,0,UG,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-105,IntRo HealthcaRe InfoRmatics,NRSG,Nursing,1,UG,ONLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-115,Health Assessment I,NRSG,Nursing,2,UG,LEC,,,,,I,,,,,,,,,I,,,,,,,,,,,,,,
NURS-120,Fund of NuRsing,NRSG,Nursing,7,UG,LEC,,,,,I,,,,,,,,I,I,,,,,,,,,,,,,,
NURS-200,Adult Health I,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-220,Mental Health,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-300,Adult Health I,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-315,Health Assessment I,NRSG,Nursing,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-322,ChildbeaRing Family,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-335,PRof Develop NRsg,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-345,NuRsing PhaRmacology,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-351,RegisteRed NuRse LicensuRe,NRSG,Nursing,0,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-355,Pathophysiology,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-385,Appl Statistics Hlth PRof,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-400,Adult Health II,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-420,Child Health,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-425,Capstone Clinical-AS,NRSG,Nursing,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-426,Capstone Clinical-BSN,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-432,Capstone SeminaR,NRSG,Nursing,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-440,PRep foR LicensuRe,NRSG,Nursing,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-446,Pop & Comm Hlth NRsg,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-450,NRsg LdRshp & Mgmt,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-475,RsRch Methods NRsg,NRSG,Nursing,4,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURS-485,RsRch Methods NuRsing,NRSG,Nursing,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOCI-125,IntRo to Sociology,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,,R,R,,,,,,R,R,R,,,R,R,R,R,R,M
SOCI-224,Social Psychology,SWFS,Social Work,3,UG,LEC,R,R,M,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,R,R,R,R,R,M,M
SOCI-224,Social Psychology,SWFS,Social Work,3,UG,LEC,R,R,M,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,R,R,R,R,R,M,M
SOCI-224,Social Psychology,SWFS,Social Work,3,UG,LEC,R,R,M,R,R,R,R,R,R,R,R,R,M,M,M,M,M,R,R,R,,R,R,R,R,R,M,M
SOCI-230,MulticultuRal Relations,SWFS,Social Work,3,UG,LEC,,I,R,,R,R,,I,R,,R,,R,R,R,R,,I,I,I,,,,,R,I,I,R
SOCI-250,Death and Dying,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,M,R,M,R,M,R,R,R,R,M,I,R,R,R,M,M,M,M
SOCI-260,Racism & OppRession,SWFS,Social Work,1,UG,LEC,I,I,I,I,R,R,R,R,,R,R,,R,,,R,R,R,R,R,,,,,R,R,R,R
SOCI-294,InteRnational Study TouR,SWFS,Social Work,3,UG,LEC,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCI-296,U.S. Study TouR,SWFS,Social Work,1,UG,TOUR,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCI-349,Aging and Society,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,,R,R,,,,,,R,R,R,,,R,R,R,R,R,M
SOCI-450,Death and Dying,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,M,R,M,R,M,R,R,R,R,M,I,R,R,R,M,M,M,M
SOCI-460,Racism & OppRession,SWFS,Social Work,1,UG,LEC,I,I,I,I,R,R,R,R,,R,R,,R,,,R,R,R,R,R,,,,,R,R,R,R
SOCI-465,Topics in Sociology,SWFS,Social Work,1,UG,LEC,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCI-494,InteRnational Study TouR,SWFS,Social Work,3,UG,LEC,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCI-496,U.S. Study TouR,SWFS,Social Work,1,UG,TOUR,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCW-150,CultuRal AnthRopology,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,,R,R,,,,,,R,R,R,,,R,R,R,R,R,M
SOCW-211,IntRo to Social WoRk,SWFS,Social Work,3,UG,LEC,I,,,I,I,I,,,I,,I,,,,,,I,I,,I,,,,,I,I,I,I
SOCW-212,Social WelfaRe As Instituti,SWFS,Social Work,3,UG,LEC,R,,R,R,R,R,,,R,,R,,R,R,R,R,I,I,I,,,,,,,,,
SOCW-230,MulticultuRal Relations,SWFS,Social Work,3,UG,LEC,,I,R,,R,R,,I,R,,R,,R,R,R,R,,I,I,I,,,,,R,I,I,R
SOCW-250,Death and Dying,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,M,R,M,R,M,R,R,R,R,M,I,R,R,R,M,M,M,M
SOCW-260,Racism & OppRession,SWFS,Social Work,1,UG,LEC,I,I,I,,R,R,R,R,,R,R,,R,,,,R,R,R,R,,,,,R,R,R,R
SOCW-294,InteRnational Study TouR,SWFS,Social Work,3,UG,LEC,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCW-296,U.S. Study TouR,SWFS,Social Work,1,UG,TOUR,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCW-309,SW PRac with Indiv,SWFS,Social Work,3,UG,LEC,R,R,R,M,R,R,R,R,R,R,M,M,M,R,R,R,R,R,R,R,I,I,I,I,M,M,M,M
SOCW-321,SW PRac Families & GRoups,SWFS,Social Work,3,UG,LEC,R,R,R,M,R,R,R,R,R,R,M,M,M,R,R,R,R,R,R,R,I,I,I,I,M,M,M,M
SOCW-322,Human Behav & Soc Env I,SWFS,Social Work,4,UG,LEC,R,R,R,R,R,R,R,R,M,,R,R,,,,,,R,R,R,,,R,R,R,R,M,M
SOCW-323,Human Behav & Soc Env I,SWFS,Social Work,4,UG,LEC,R,R,R,R,R,R,R,R,M,,R,R,,,,,,R,R,R,,,R,R,R,R,M,M
SOCW-338,Missions and Health,SWFS,Social Work,2,UG,LEC,R,,R,I,R,R,R,R,R,R,R,I,R,,R,R,R,R,R,I,,I,R,R,R,I,I,I
SOCW-349,Aging and Society,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,,R,R,,,,,,R,R,R,,,R,R,R,R,R,M
SOCW-391,JunioR Field PRac,SWFS,Social Work,1,UG,LEC,R,,R,R,R,R,R,I,I,I,R,I,R,,R,R,I,,,I,,,,,R,R,R,R
SOCW-405,Sex Abuse AwaRe & PRev,SWFS,Social Work,1,UG,LEC,R,R,R,R,R,R,R,R,R,R,M,R,M,R,M,R,R,R,R,M,I,R,R,R,M,M,M,M
SOCW-413,NetwoRk & CaReeR Dev,SWFS,Social Work,1,UG,LEC,R,,M,,M,M,M,M,,,,,R,,,R,,,,M,,,,,R,,,R
SOCW-421,SenioR PoRtfolio SeminaR,SWFS,Social Work,1,UG,LEC,,,,,,,,,M,M,,,,,,,,,,,,M,,,,,M,
SOCW-428,Social WoRk PRac I,SWFS,Social Work,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,R,R,R,R,M,M,M,M
SOCW-429,SW PRacticum I,SWFS,Social Work,3,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M,M,M
SOCW-434,Soc WelfaRe Issues & Polic,SWFS,Social Work,3,UG,LEC,M,M,M,R,R,R,R,R,M,R,M,R,M,M,M,M,M,R,R,M,R,M,M,M,M,M,M,M
SOCW-441,IntegRative Sem I,SWFS,Social Work,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,R,R,R,R,M,M,M,M
SOCW-442,IntegRative Sem I,SWFS,Social Work,1,UG,LEC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,R,M,M,M,M,M,M,M,M,M
SOCW-450,Death and Dying,SWFS,Social Work,3,UG,LEC,R,R,R,R,R,R,R,R,R,R,M,R,M,R,M,R,R,R,R,M,I,R,R,R,M,M,M,M
SOCW-455,SW PRac ORganiz & Comm,SWFS,Social Work,3,UG,LEC,R,R,,R,R,R,,R,M,R,M,R,R,R,R,R,R,R,R,R,,,R,,R,R,R,R
SOCW-460,Racism & OppRession,SWFS,Social Work,1,UG,LEC,I,I,I,I,R,R,R,R,,R,R,,R,,,,R,R,R,R,,,,,R,R,R,R
SOCW-494,InteRnational Study TouR,SWFS,Social Work,3,UG,LEC,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCW-496,U.S. Study TouR,SWFS,Social Work,1,UG,TOUR,I,I,R,R,R,R,R,R,R,R,M,R,R,R,R,R,R,R,,M,,,R,R,M,M,M,M
SOCW-498,ReseaRch Methods I,SWFS,Social Work,3,UG,LEC,R,R,,,,,,,M,R,,I,R,R,R,R,,,I,,I,I,R,R,R,,,
SOCW-499,ReseaRch Methods I,SWFS,Social Work,3,UG,LEC,R,,,R,,,,,M,R,,I,R,R,R,R,,,R,,R,R,R,R,R,,,
AART-104,PRin of Animation I,ART,Visual Art And Design,3,UG,LEC,,,I,,I,R,I,,I,,,I,,,,,,I,I,,,,,,I,I,I,I
AART-106,PRin of Animation I,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,I,,,,,,,,,,,,,,
AART-108,IntRo to 3D,ART,Visual Art And Design,3,UG,LEC,,I,I,I,I,I,I,,I,I,,I,,,,,,R,I,I,,,I,I,,,I,I
AART-212,StoRyboaRd & PRevis,ART,Visual Art And Design,3,UG,LEC,I,I,R,R,R,R,I,R,R,R,R,I,I,,I,I,I,R,R,I,,,I,I,I,I,R,
AART-216,ChaRacteR Animation I,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,I,,I,I,I,I,,,,,I,R,R,I,,,R,I,,R,I,
AART-218,ChaRacteR Animation I,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,,I,I,I,R,,,,,I,R,R,I,,,R,I,I,R,R,
AART-236,Visual Development,ART,Visual Art And Design,3,UG,LEC,,,I,,I,I,I,,,,,,,,,,,I,I,I,,,,,,,,
AART-242,ChaRacteR Design,ART,Visual Art And Design,3,UG,LEC,,,I,,R,R,R,I,I,I,,I,,,,,,R,R,R,,,,I,I,R,R,R
AART-244,Solid Modeling,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AART-246,EnviRonment Design,ART,Visual Art And Design,3,UG,LEC,,,R,,R,R,R,,,,,,,,,,,R,R,R,,I,R,,,,R,
AART-265,Topics in Animation,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AART-292,InteRnsh Animation,ART,Visual Art And Design,1,UG,INT,,,,,,,,,,,,,,,,,,R,,,,,,,,,,
AART-322,Motion Design,ART,Visual Art And Design,3,UG,LEC,I,I,R,I,R,R,R,R,R,R,I,R,R,R,R,R,R,R,,,,R,,,R,R,R,R
AART-326,CollaboRative Studio,ART,Visual Art And Design,4,UG,LEC,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,R,,,,,R,,R,R
AART-328,CollaboRative Studio,ART,Visual Art And Design,4,UG,LEC,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,M,R,R,,,,,R,,R,R
AART-356,Effects Animation,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,R,R,,,,R,R
AART-366,Compositing,ART,Visual Art And Design,3,UG,LEC,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,
AART-427,SenioR Studio,ART,Visual Art And Design,4,UG,LEC,,,M,M,M,M,M,M,,,,,,,,,,M,M,M,,R,,,M,M,M,M
AART-429,SenioR Studio,ART,Visual Art And Design,4,UG,LEC,,,M,M,M,M,M,M,,,,,,,,,,M,M,M,,R,,,M,M,M,M
AART-465,Topics in Animation,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AART-492,InteRnsh Animation,ART,Visual Art And Design,1,UG,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART-101,IntRo to DRawing,ART,Visual Art And Design,3,UG,LEC,,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-104,DRawing I,ART,Visual Art And Design,3,UG,LEC,,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-105,DRawing I,ART,Visual Art And Design,3,UG,LEC,I,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-107,DRawing in Motion,ART,Visual Art And Design,3,UG,LEC,,,I,,I,I,I,,,R,M,,,,,,,I,I,R,,,,,I,R,R,M
ART-109,2D Fnd-Plane & ColoR,ART,Visual Art And Design,3,UG,LEC,I,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-110,3D Fnd-FoRm & Time,ART,Visual Art And Design,3,UG,LEC,,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-132,Painting:Method of MasteRs,ART,Visual Art And Design,3,UG,LEC,,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-148,CeRamics I,ART,Visual Art And Design,3,UG,LEC,,,,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-175,IntRo Studio PRactices,ART,Visual Art And Design,3,UG,LEC,I,,I,,I,I,I,I,I,I,I,I,,,,,,,I,I,,,,,I,I,I,I
ART-205,FiguRe DRawing,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-228,WateRcoloR I,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART-230,IntRo ARt ExpeRiences,ART,Visual Art And Design,2,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART-232,Painting:ColoR & Light,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-238,IntRo to ARt TheRapy,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-248,CeRamics I,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-265,Topics in ARt,ART,Visual Art And Design,1,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-275,Studio PRactices,ART,Visual Art And Design,3,UG,LEC,R,,R,I,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-300,PRintmaking,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-305,FiguRe WoRkshop,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-306,DRawing IV,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-328,Advanced WateRcoloR,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART-329,SculptuRe:Matl & Tech,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-331,IllustRation Methods,ART,Visual Art And Design,3,UG,LEC,,,I,R,R,R,M,R,R,R,R,R,,R,,R,M,,R,M,,,,R,R,R,R,R
ART-332,Painting:AbstRaction,ART,Visual Art And Design,3,UG,LEC,R,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-348,CeRamics II,ART,Visual Art And Design,3,UG,LEC,,,,,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-375,Adv Studio PRactices,ART,Visual Art And Design,3,UG,LEC,R,,R,R,R,R,R,R,R,R,R,R,,,,,,,R,R,,,,,R,R,R,R
ART-406,DRawing V,ART,Visual Art And Design,3,UG,LEC,R,,R,R,M,M,M,M,M,M,M,M,,,,,,,M,M,,,,,M,M,M,M
ART-412,PRepaRing to Meet the FiRms,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ART-432,Painting:Thematic SeRies,ART,Visual Art And Design,3,UG,LEC,M,,R,R,M,M,M,M,M,M,M,M,,,,,,,M,M,,,,,M,M,M,M
ART-440,Thesis PRoject,ART,Visual Art And Design,6,UG,LEC,M,,M,M,M,M,M,M,M,M,M,M,,,,,,,M,M,,,M,M,M,M,M,M
ART-448,CeRamics IV,ART,Visual Art And Design,3,UG,LEC,,,,,M,M,M,M,M,M,M,M,,,,,,,M,M,,,,,M,M,M,M
ART-460,PRofessional PRactices,ART,Visual Art And Design,3,UG,LEC,,,,,M,M,M,M,M,M,M,M,,,,,,,M,M,,,M,M,M,M,M,M
ART-465,Topics in ARt,ART,Visual Art And Design,1,UG,LEC,,,,,M,M,M,M,M,M,M,M,,,,,,,M,M,,,,,M,M,M,M
ARTE-338,Elem Methods in ARt,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTE-368,Sec Meth in ARt,ART,Visual Art And Design,3,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARTF-111,IntRo to Film PRoduction,ART,Visual Art And Design,3,UG,LEC,,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,I,,I,I,I,I,I,I,I
ARTF-114,Film Business & Mgmt,ART,Visual Art And Design,3,UG,LEC,,I,R,I,R,R,R,R,R,R,R,R,R,M,R,R,R,I,,R,I,I,I,I,R,I,R,I
ARTF-215,Lighting,ART,Visual Art And Design,3,UG,LEC,,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,I,I,R,I,I,I,,,I
ARTF-215L,Lighting Lab,ART,Visual Art And Design,0,UG,LAB,,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,I,,R,I,I,I,,,I
ARTF-220,HistoRy of Cinema,ART,Visual Art And Design,3,UG,LEC,I,I,R,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,R,I,I,,,I
ARTF-226,ScReenwRiting I,ART,Visual Art And Design,3,UG,LEC,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,I,,,,I,I,R,I,R,R
ARTF-235,CinematogRaphy,ART,Visual Art And Design,3,UG,LEC,,,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,I,I,R,R,R,R,R,R,R,R,R
ARTF-265,Topics in Film PRoduction,ART,Visual Art And Design,1,UG,LEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
